PROFILE_ID,TARGETGROUP
375883313,Movies_list
376529972,Movies_list
285087813,Movies_list
262511971,Movies_list
372882228,Movies_list
232967860,Movies_list
281163022,Movies_list
356222498,Movies_list
438762006,Movies_list
239775015,Movies_list
238585333,Movies_list
232389064,Movies_list
234618698,Movies_list
233829213,Movies_list
229308895,Movies_list
240688022,Movies_list
236692151,Movies_list
236211138,Movies_list
231391234,Movies_list
237213341,Movies_list
